,Distance_Center,Nationality_Italy,POI_Restaurants_Hotels,Nationality_Spain,Percentage_Age_25_39,Nationality_UK,Intercept
0,-0.379093519632626,0.20209304873632639,0.13047802191082697,-0.13923146202634318,0.10751145662983756,0.08138998046232958,-3.214867254445345e-16
1,-0.3742926047696433,0.1727801123753058,0.1493232035066916,-0.13180787282265932,0.10126995588511505,0.11290271034922482,-2.3522208899527216e-16
2,-0.3956954734658283,0.14061803561529074,0.1555439480855204,-0.12197691162736278,0.10899829264397135,0.12821534388953987,2.0494091441512109e-16
3,-0.3359354892742954,0.16765423510931157,0.13743644353949547,-0.15681632036147458,0.12716717123346655,0.128213711478039,-2.66512933363971e-16
4,-0.37647048359519136,0.18871007417206803,0.1400095952416034,-0.14358429276709944,0.10369568236464763,0.0919121246315153,1.2106044901920345e-16
5,-0.40928674545429067,0.18420560807240244,0.11648845516297546,-0.10808372118353932,0.12355804973615413,0.0954905341343923,1.452868765177824e-16
6,-0.3579746071516861,0.17338137806517218,0.13729037608122624,-0.1661302327506021,0.07588431737160722,0.13970626817876924,-1.1012946360569555e-16
7,-0.35281770570602694,0.1821558903555616,0.15563296473125188,-0.14327214968449115,0.11614067503173849,0.09843049988031165,-1.428325882496294e-16
8,-0.35554184783133536,0.16794970911095733,0.1559989243463049,-0.13607623925515386,0.13435586705954009,0.10255494551350414,-3.311049031895298e-16
9,-0.3864535518422847,0.1681014704393556,0.14722748829736992,-0.13975519239741288,0.09755508010982308,0.10218671135961906,-4.149701230600843e-16
10,-0.3672419295184993,0.19621053142530243,0.12729049981968948,-0.15831814854996934,0.08718096638874555,0.1103639421284485,-3.4484645523750257e-16
11,-0.36773313111146233,0.18615028715227383,0.14290653494336214,-0.11831494743725601,0.13159073811595756,0.09776642499915339,-2.926089684214316e-16
12,-0.38531588963748625,0.1674744764419894,0.1529969202360093,-0.15802001148742476,0.08555549130549317,0.10271877009020527,-2.824148784293728e-16
13,-0.3782071370424239,0.1522554900487298,0.13614257617680414,-0.12563185791759063,0.13064530778893804,0.11718077442359351,6.248868239064731e-17
14,-0.3638216845133584,0.17430097273706938,0.150512725588538,-0.13379201542111213,0.11358336341910355,0.11062038032939632,-2.3767878239838285e-16
15,-0.3735801857863159,0.17870940694679957,0.14636160526400582,-0.134212095872947,0.11542791999015536,0.09971534529232748,1.7341698425287715e-16
16,-0.3777457826955012,0.17987894200826895,0.1546161883556616,-0.1269783657639117,0.11673609178484487,0.09283347754525408,-1.0558840081308243e-17
17,-0.37473019219273573,0.15204667808166214,0.1379520063929196,-0.15280513821472166,0.10718313965592025,0.12591721800722916,-6.704765023220715e-17
18,-0.3680033394083451,0.17684470605556102,0.14723795479219892,-0.13656708320008498,0.09929438304361596,0.1181657506977409,-2.1281214945985958e-16
19,-0.36664366498018314,0.18748051479922634,0.12564190167075234,-0.144927577973176,0.10669891673243576,0.10515967537966288,1.0087455977767477e-16
20,-0.4022934940908178,0.1586276464673497,0.13308523708441827,-0.13718978314090816,0.11287598037618059,0.09958245276931788,2.1086820431281433e-16
21,-0.32883681706421675,0.21303078541413747,0.13686209380125874,-0.1488470130723638,0.09920687711029225,0.11403854795146065,1.1059470497079766e-16
22,-0.41184859674090063,0.15833039935520501,0.12668969101679434,-0.14686386957620168,0.11809721654662883,0.08496167607719408,3.677131941929895e-16
23,-0.3561831803538932,0.1700690387374032,0.14719565876622875,-0.13828538793057482,0.10877102025125489,0.12380075158018164,-3.3945827074568173e-16
24,-0.3622188688758229,0.17679002878865857,0.1674992164232197,-0.12089652158554799,0.11016525639008637,0.11587526354772257,1.8013622094543833e-16
