,Distance_Center,Nationality_Italy,Education_University,Nationality_Spain,POI_Restaurants_Hotels,Nationality_UK,POI_Education,Intercept
0,-0.4983485599750107,0.20237661950433294,-0.15320878992536266,-0.14675590035095692,0.12113466106052322,0.10617629928341926,0.08852434917196003,-1.9414811836108006e-16
1,-0.46873712054598443,0.2500222471517155,-0.15616664485784304,-0.11563997748720976,0.13649582811693,0.10750520240845249,0.08386471415486751,-6.888038669420033e-17
2,-0.48956304050572735,0.16877095839813552,-0.1365596443513875,-0.13165289430200194,0.14779198333833288,0.13437510411188452,0.07854069784528381,3.500496729617432e-16
3,-0.4692690576080309,0.17747912551000347,-0.1394724039275903,-0.1652181012560942,0.13473024826378488,0.1245377313129627,0.08379076417131623,6.728921850446534e-17
4,-0.5001911039635318,0.21953008488662346,-0.1675889293539633,-0.12358521105444721,0.13669220432987128,0.10026808602622474,0.07870119133640552,7.000104681347615e-16
5,-0.5339112112358424,0.19240513750936228,-0.1647058190006812,-0.11637935698943966,0.11980765498434146,0.1136314157068066,0.09548970613566393,-3.7251617785385444e-16
6,-0.46886783684461963,0.20765320225193976,-0.13428141514325656,-0.155693790359843,0.12581529332853933,0.11199346441065645,0.07963825040017974,2.1978395721702866e-16
7,-0.4626065038927206,0.2073206196976714,-0.1378086631063286,-0.14749696485950012,0.14846045051994264,0.10400962423502524,0.072924592329456,-1.8313844137303069e-16
8,-0.4863346105185329,0.2006956961871308,-0.16858996880701627,-0.1375413253488151,0.13109845808592446,0.12457792698089534,0.09455526154024868,-3.7888925584019373e-16
9,-0.4780004535351461,0.21102331053835993,-0.14963620347387888,-0.12452610615137626,0.1499707276269801,0.11692514821274581,0.07254431856511137,-2.6531242704419767e-16
10,-0.4661552853283571,0.20231513476997337,-0.13647525526711485,-0.15841480207523617,0.11804948281262999,0.12854842373237557,0.07510796131532613,-1.2835066290212563e-16
11,-0.5056045571887554,0.22891775349196877,-0.17894925216999777,-0.1080097378100775,0.13973306285074066,0.0962801735423452,0.0916020185253954,1.8433894006958645e-17
12,-0.46806935027894425,0.19126765604263102,-0.13239258862388537,-0.15822424055284748,0.1414807318284912,0.11837314791238598,0.08043052617382468,-4.1478980919734095e-16
13,-0.5020253109865503,0.19466765807988012,-0.16309588581188164,-0.13076280110556956,0.13874416656116428,0.10961388631039415,0.07922259618903663,-6.390678605970186e-16
14,-0.48775534191942743,0.20419097331290112,-0.14274531722025116,-0.12670600450424963,0.13797014471584415,0.1157534875990769,0.08713767173858253,1.599524312320237e-16
15,-0.4737933314055152,0.19686411360355013,-0.14813558217482764,-0.14992172699375228,0.1423293948260495,0.1137172451303036,0.08143367600086887,-9.244980040520007e-18
16,-0.48175249574156914,0.21939003262591666,-0.1725205378116594,-0.12400370751736484,0.1509581198376697,0.11880954413952044,0.08645951054338463,-3.9973959336514675e-16
17,-0.5105724673951639,0.2057443910287049,-0.167661207185921,-0.14367452289853705,0.12046688633131851,0.10240886996855961,0.08997705918547946,-1.3395044434124465e-16
18,-0.4767250696759808,0.19868033237794572,-0.12718995221246188,-0.12420598380410569,0.1259460287589536,0.13133176869657712,0.07923764111010373,1.8452230797407673e-17
19,-0.4859560106802679,0.20039552238082084,-0.13687592637520934,-0.139786386871005,0.1348706388976352,0.10378091868848575,0.07604784112734414,2.3237145425139097e-16
20,-0.5027996615491821,0.184578742947391,-0.14825282322327044,-0.1431453203154813,0.11490494326826839,0.131651532379336,0.0925286434393173,2.721366558284652e-16
21,-0.44686528753361093,0.22291733068876574,-0.1409415121586764,-0.14689179607877584,0.13214379535121273,0.11433470131265767,0.08505932116069631,4.783738429894381e-16
22,-0.5207454022914714,0.17819793687991595,-0.15950469089143882,-0.15687568245487732,0.12475367751106332,0.09819172386473238,0.07983566961621003,-1.6741630627454394e-16
23,-0.46953146339486457,0.223204662717953,-0.1386861551663798,-0.12138963480256812,0.14010510037071627,0.11313977176370259,0.06562773303098454,-1.0822340192430044e-16
24,-0.4886261770056974,0.2141015675475642,-0.16703529437933623,-0.11232678187955422,0.1622173979443176,0.11281497272473939,0.08979902102906748,2.8629559828068125e-16
